,area,latitude,longitude,polygons
207,medyan race course villas,25.157291,55.301836,"[[[55.3462219238281, 25.1423473358154], [55.3482246398926, 25.1397953033447], [55.3442840576171, 25.135971069336], [55.3390159606935, 25.1293277740479], [55.3363800048829, 25.126127243042], [55.3339462280275, 25.1278076171876], [55.3323211669922, 25.1292533874513], [55.3296432495117, 25.128978729248], [55.3280487060548, 25.1282291412354], [55.3269996643068, 25.1265106201173], [55.3256759643555, 25.1252765655518], [55.324089050293, 25.1240386962892], [55.3161277770997, 25.1185836791992], [55.3118095397949, 25.1209735870362], [55.3062095642091, 25.1265316009521], [55.3066406250001, 25.1267662048341], [55.3033676147462, 25.1308746337892], [55.2963333129883, 25.135913848877], [55.2917404174805, 25.1406688690186], [55.290153503418, 25.1414775848389], [55.2883262634277, 25.1461753845215], [55.2873191833497, 25.1489620208741], [55.2875289916993, 25.1497802734376], [55.2876205444335, 25.1501293182374], [55.2843856811523, 25.151071548462], [55.2840919494628, 25.1513519287109], [55.2838706970216, 25.1515636444092], [55.2853050231934, 25.1524600982667], [55.2877235412597, 25.1545352935792], [55.2911224365234, 25.1562652587892], [55.2951850891113, 25.1595172882081], [55.2980766296387, 25.162488937378], [55.3025131225585, 25.1670780181885], [55.3055152893066, 25.1692504882814], [55.3078460693359, 25.1704330444336], [55.3094062805176, 25.1708068847656], [55.3115577697753, 25.1707420349121], [55.3147811889648, 25.1709575653076], [55.3173294067384, 25.1706314086914], [55.3208656311036, 25.1696033477784], [55.3250923156739, 25.1689128875733], [55.3341484069825, 25.1578845977783], [55.3462219238281, 25.1423473358154]]]"
208,meydan heights,25.14257,55.315212,"[[[55.3462219238281, 25.1423473358154], [55.3482246398926, 25.1397953033447], [55.3442840576171, 25.135971069336], [55.3390159606935, 25.1293277740479], [55.3363800048829, 25.126127243042], [55.3339462280275, 25.1278076171876], [55.3323211669922, 25.1292533874513], [55.3296432495117, 25.128978729248], [55.3280487060548, 25.1282291412354], [55.3269996643068, 25.1265106201173], [55.3256759643555, 25.1252765655518], [55.324089050293, 25.1240386962892], [55.3161277770997, 25.1185836791992], [55.3118095397949, 25.1209735870362], [55.3062095642091, 25.1265316009521], [55.3066406250001, 25.1267662048341], [55.3033676147462, 25.1308746337892], [55.2963333129883, 25.135913848877], [55.2917404174805, 25.1406688690186], [55.290153503418, 25.1414775848389], [55.2883262634277, 25.1461753845215], [55.2873191833497, 25.1489620208741], [55.2875289916993, 25.1497802734376], [55.2876205444335, 25.1501293182374], [55.2843856811523, 25.151071548462], [55.2840919494628, 25.1513519287109], [55.2838706970216, 25.1515636444092], [55.2853050231934, 25.1524600982667], [55.2877235412597, 25.1545352935792], [55.2911224365234, 25.1562652587892], [55.2951850891113, 25.1595172882081], [55.2980766296387, 25.162488937378], [55.3025131225585, 25.1670780181885], [55.3055152893066, 25.1692504882814], [55.3078460693359, 25.1704330444336], [55.3094062805176, 25.1708068847656], [55.3115577697753, 25.1707420349121], [55.3147811889648, 25.1709575653076], [55.3173294067384, 25.1706314086914], [55.3208656311036, 25.1696033477784], [55.3250923156739, 25.1689128875733], [55.3341484069825, 25.1578845977783], [55.3462219238281, 25.1423473358154]]]"
209,nad al sheba gardens,25.136252,55.312421,"[[[55.3462219238281, 25.1423473358154], [55.3482246398926, 25.1397953033447], [55.3442840576171, 25.135971069336], [55.3390159606935, 25.1293277740479], [55.3363800048829, 25.126127243042], [55.3339462280275, 25.1278076171876], [55.3323211669922, 25.1292533874513], [55.3296432495117, 25.128978729248], [55.3280487060548, 25.1282291412354], [55.3269996643068, 25.1265106201173], [55.3256759643555, 25.1252765655518], [55.324089050293, 25.1240386962892], [55.3161277770997, 25.1185836791992], [55.3118095397949, 25.1209735870362], [55.3062095642091, 25.1265316009521], [55.3066406250001, 25.1267662048341], [55.3033676147462, 25.1308746337892], [55.2963333129883, 25.135913848877], [55.2917404174805, 25.1406688690186], [55.290153503418, 25.1414775848389], [55.2883262634277, 25.1461753845215], [55.2873191833497, 25.1489620208741], [55.2875289916993, 25.1497802734376], [55.2876205444335, 25.1501293182374], [55.2843856811523, 25.151071548462], [55.2840919494628, 25.1513519287109], [55.2838706970216, 25.1515636444092], [55.2853050231934, 25.1524600982667], [55.2877235412597, 25.1545352935792], [55.2911224365234, 25.1562652587892], [55.2951850891113, 25.1595172882081], [55.2980766296387, 25.162488937378], [55.3025131225585, 25.1670780181885], [55.3055152893066, 25.1692504882814], [55.3078460693359, 25.1704330444336], [55.3094062805176, 25.1708068847656], [55.3115577697753, 25.1707420349121], [55.3147811889648, 25.1709575653076], [55.3173294067384, 25.1706314086914], [55.3208656311036, 25.1696033477784], [55.3250923156739, 25.1689128875733], [55.3341484069825, 25.1578845977783], [55.3462219238281, 25.1423473358154]]]"
210,nad al shiba first,25.165245,55.310583,"[[[55.3462219238281, 25.1423473358154], [55.3482246398926, 25.1397953033447], [55.3442840576171, 25.135971069336], [55.3390159606935, 25.1293277740479], [55.3363800048829, 25.126127243042], [55.3339462280275, 25.1278076171876], [55.3323211669922, 25.1292533874513], [55.3296432495117, 25.128978729248], [55.3280487060548, 25.1282291412354], [55.3269996643068, 25.1265106201173], [55.3256759643555, 25.1252765655518], [55.324089050293, 25.1240386962892], [55.3161277770997, 25.1185836791992], [55.3118095397949, 25.1209735870362], [55.3062095642091, 25.1265316009521], [55.3066406250001, 25.1267662048341], [55.3033676147462, 25.1308746337892], [55.2963333129883, 25.135913848877], [55.2917404174805, 25.1406688690186], [55.290153503418, 25.1414775848389], [55.2883262634277, 25.1461753845215], [55.2873191833497, 25.1489620208741], [55.2875289916993, 25.1497802734376], [55.2876205444335, 25.1501293182374], [55.2843856811523, 25.151071548462], [55.2840919494628, 25.1513519287109], [55.2838706970216, 25.1515636444092], [55.2853050231934, 25.1524600982667], [55.2877235412597, 25.1545352935792], [55.2911224365234, 25.1562652587892], [55.2951850891113, 25.1595172882081], [55.2980766296387, 25.162488937378], [55.3025131225585, 25.1670780181885], [55.3055152893066, 25.1692504882814], [55.3078460693359, 25.1704330444336], [55.3094062805176, 25.1708068847656], [55.3115577697753, 25.1707420349121], [55.3147811889648, 25.1709575653076], [55.3173294067384, 25.1706314086914], [55.3208656311036, 25.1696033477784], [55.3250923156739, 25.1689128875733], [55.3341484069825, 25.1578845977783], [55.3462219238281, 25.1423473358154]]]"
211,polo townhouses igo,25.142639,55.294572,"[[[55.3462219238281, 25.1423473358154], [55.3482246398926, 25.1397953033447], [55.3442840576171, 25.135971069336], [55.3390159606935, 25.1293277740479], [55.3363800048829, 25.126127243042], [55.3339462280275, 25.1278076171876], [55.3323211669922, 25.1292533874513], [55.3296432495117, 25.128978729248], [55.3280487060548, 25.1282291412354], [55.3269996643068, 25.1265106201173], [55.3256759643555, 25.1252765655518], [55.324089050293, 25.1240386962892], [55.3161277770997, 25.1185836791992], [55.3118095397949, 25.1209735870362], [55.3062095642091, 25.1265316009521], [55.3066406250001, 25.1267662048341], [55.3033676147462, 25.1308746337892], [55.2963333129883, 25.135913848877], [55.2917404174805, 25.1406688690186], [55.290153503418, 25.1414775848389], [55.2883262634277, 25.1461753845215], [55.2873191833497, 25.1489620208741], [55.2875289916993, 25.1497802734376], [55.2876205444335, 25.1501293182374], [55.2843856811523, 25.151071548462], [55.2840919494628, 25.1513519287109], [55.2838706970216, 25.1515636444092], [55.2853050231934, 25.1524600982667], [55.2877235412597, 25.1545352935792], [55.2911224365234, 25.1562652587892], [55.2951850891113, 25.1595172882081], [55.2980766296387, 25.162488937378], [55.3025131225585, 25.1670780181885], [55.3055152893066, 25.1692504882814], [55.3078460693359, 25.1704330444336], [55.3094062805176, 25.1708068847656], [55.3115577697753, 25.1707420349121], [55.3147811889648, 25.1709575653076], [55.3173294067384, 25.1706314086914], [55.3208656311036, 25.1696033477784], [55.3250923156739, 25.1689128875733], [55.3341484069825, 25.1578845977783], [55.3462219238281, 25.1423473358154]]]"
212,nad al shiba fourth,25.137364,55.363582,"[[[55.3817825317383, 25.1384735107422], [55.380973815918, 25.1366882324219], [55.3782997131349, 25.1325492858886], [55.3755149841309, 25.1288890838624], [55.371883392334, 25.1256942749024], [55.3690834045411, 25.1230850219728], [55.3657646179199, 25.1206169128419], [55.3657836914064, 25.1205921173096], [55.3648338317871, 25.1198558807373], [55.3645629882812, 25.1196460723878], [55.3482246398926, 25.1397953033447], [55.3462219238281, 25.1423473358154], [55.3474998474122, 25.1429462432862], [55.3475723266602, 25.1428604125977], [55.3615036010742, 25.1509342193604], [55.3630752563477, 25.1498126983644], [55.3631172180176, 25.149959564209], [55.3639183044434, 25.1492137908936], [55.3642845153809, 25.1488723754883], [55.3677406311036, 25.1451358795166], [55.368824005127, 25.143804550171], [55.3730659484864, 25.1421356201173], [55.3819122314453, 25.1387615203857], [55.3817825317383, 25.1384735107422]]]"
213,nad al shiba,25.149144,55.347169,"[[[55.3660163879395, 25.1675338745118], [55.3632583618165, 25.1586608886719], [55.3617820739746, 25.1510963439941], [55.3615036010742, 25.1509342193604], [55.3475723266602, 25.1428604125977], [55.3474998474122, 25.1429462432862], [55.3462219238281, 25.1423473358154], [55.3341484069825, 25.1578845977783], [55.3250923156739, 25.1689128875733], [55.3270683288574, 25.1691722869874], [55.3268585205079, 25.1694221496582], [55.3282508850098, 25.1697368621827], [55.3307914733888, 25.1696491241456], [55.3308181762696, 25.1696681976319], [55.3318939208984, 25.1696224212646], [55.3346214294435, 25.1695079803467], [55.3385276794434, 25.1692161560059], [55.3396492004395, 25.1688442230225], [55.34578704834, 25.1692962646484], [55.3460502624513, 25.1692790985107], [55.3481750488282, 25.1691398620607], [55.3634338378907, 25.1681442260742], [55.3660163879395, 25.1675338745118]]]"
214,nad al shiba second,25.158822,55.349687,"[[[55.3660163879395, 25.1675338745118], [55.3632583618165, 25.1586608886719], [55.3617820739746, 25.1510963439941], [55.3615036010742, 25.1509342193604], [55.3475723266602, 25.1428604125977], [55.3474998474122, 25.1429462432862], [55.3462219238281, 25.1423473358154], [55.3341484069825, 25.1578845977783], [55.3250923156739, 25.1689128875733], [55.3270683288574, 25.1691722869874], [55.3268585205079, 25.1694221496582], [55.3282508850098, 25.1697368621827], [55.3307914733888, 25.1696491241456], [55.3308181762696, 25.1696681976319], [55.3318939208984, 25.1696224212646], [55.3346214294435, 25.1695079803467], [55.3385276794434, 25.1692161560059], [55.3396492004395, 25.1688442230225], [55.34578704834, 25.1692962646484], [55.3460502624513, 25.1692790985107], [55.3481750488282, 25.1691398620607], [55.3634338378907, 25.1681442260742], [55.3660163879395, 25.1675338745118]]]"
215,nad al shiba third,25.154774,55.376914,"[[[55.3914413452148, 25.1610240936279], [55.3900527954101, 25.1569480895997], [55.3830146789551, 25.1412010192872], [55.3819122314453, 25.1387615203857], [55.3730659484864, 25.1421356201173], [55.368824005127, 25.143804550171], [55.3677406311036, 25.1451358795166], [55.3642845153809, 25.1488723754883], [55.3639183044434, 25.1492137908936], [55.3631172180176, 25.149959564209], [55.3630752563477, 25.1498126983644], [55.3615036010742, 25.1509342193604], [55.3617820739746, 25.1510963439941], [55.3632583618165, 25.1586608886719], [55.3660163879395, 25.1675338745118], [55.3665924072265, 25.1673984527587], [55.3683395385742, 25.1669845581055], [55.3742713928224, 25.1663761138917], [55.3849792480469, 25.1633930206298], [55.3914413452148, 25.1610240936279]]]"
216,silicon oasis,25.122791,55.387405,"[[[55.4096603393556, 25.1257190704346], [55.3792953491212, 25.1028423309326], [55.3790168762208, 25.1031703948976], [55.3787765502931, 25.1034545898437], [55.378589630127, 25.1036739349366], [55.3648338317871, 25.1198558807373], [55.3657836914064, 25.1205921173096], [55.3657646179199, 25.1206169128419], [55.3690834045411, 25.1230850219728], [55.371883392334, 25.1256942749024], [55.3755149841309, 25.1288890838624], [55.3782997131349, 25.1325492858886], [55.380973815918, 25.1366882324219], [55.3817825317383, 25.1384735107422], [55.3835449218751, 25.1380939483643], [55.3862075805665, 25.1375179290773], [55.3891906738282, 25.1360664367676], [55.3924674987793, 25.1347541809083], [55.3969421386719, 25.1323757171632], [55.3993225097657, 25.1315917968751], [55.4018402099611, 25.1313495635986], [55.4034805297852, 25.1305580139161], [55.4064788818359, 25.1277599334717], [55.4082641601563, 25.1265716552734], [55.4083824157715, 25.1266708374025], [55.4096603393556, 25.1257190704346]]]"
217,ras al khor industrial first,25.177185,55.338897,"[[[55.3463973999023, 25.1852817535402], [55.3460502624513, 25.1692790985107], [55.34578704834, 25.1692962646484], [55.3396492004395, 25.1688442230225], [55.3385276794434, 25.1692161560059], [55.3346214294435, 25.1695079803467], [55.3318939208984, 25.1696224212646], [55.3322906494141, 25.1738910675048], [55.3323707580566, 25.1757068634034], [55.3315162658692, 25.1767482757569], [55.3303413391114, 25.17826461792], [55.3295783996583, 25.1801662445069], [55.3290328979492, 25.1817836761476], [55.3293342590332, 25.1853122711183], [55.3307762145997, 25.1853103637695], [55.3463973999023, 25.1852817535402]]]"
218,ras al khor industrial second,25.177796,55.359478,"[[[55.3460502624513, 25.1692790985107], [55.3463973999023, 25.1852817535402], [55.3466567993165, 25.1852817535402], [55.3480949401856, 25.1852798461913], [55.348171234131, 25.1852798461913], [55.3525009155273, 25.185272216797], [55.3550720214844, 25.185266494751], [55.3642349243165, 25.1852493286134], [55.3686904907226, 25.1836395263672], [55.370532989502, 25.1833057403565], [55.3709831237794, 25.1832237243653], [55.3699569702149, 25.1790027618409], [55.3684005737305, 25.1734580993653], [55.3665313720704, 25.1692581176757], [55.3665924072265, 25.1673984527587], [55.3660163879395, 25.1675338745118], [55.3634338378907, 25.1681442260742], [55.3481750488282, 25.1691398620607], [55.3460502624513, 25.1692790985107]]]"
219,ras al khor industrial third,25.174333,55.382861,"[[[55.370532989502, 25.1833057403565], [55.3705711364746, 25.1849231719972], [55.3706817626954, 25.185344696045], [55.3724899291993, 25.1847400665284], [55.3725471496583, 25.1848545074463], [55.3793067932129, 25.1833953857422], [55.3904724121094, 25.1810321807862], [55.3970527648926, 25.1800613403321], [55.3970985412598, 25.1800537109376], [55.3970336914063, 25.1797332763673], [55.3969612121583, 25.1793651580811], [55.3967971801758, 25.178539276123], [55.3968544006348, 25.1785278320313], [55.3966178894044, 25.1767044067382], [55.3943977355957, 25.169704437256], [55.3914413452148, 25.1610240936279], [55.3849792480469, 25.1633930206298], [55.3742713928224, 25.1663761138917], [55.3683395385742, 25.1669845581055], [55.3665924072265, 25.1673984527587], [55.3665313720704, 25.1692581176757], [55.3684005737305, 25.1734580993653], [55.3699569702149, 25.1790027618409], [55.3709831237794, 25.1832237243653], [55.370532989502, 25.1833057403565]]]"
220,falcon city of wonders,25.09681,55.345098,"[[[55.378589630127, 25.1036739349366], [55.3778381347656, 25.1031494140626], [55.3777656555176, 25.1031036376953], [55.3676223754883, 25.0965499877931], [55.3388900756837, 25.0800418853759], [55.3364448547364, 25.0817470550538], [55.3353462219239, 25.0839290618898], [55.3347053527832, 25.0914821624756], [55.333610534668, 25.0971946716309], [55.3334045410156, 25.0982589721681], [55.3333206176758, 25.0981826782227], [55.3328056335449, 25.0999412536621], [55.3350753784181, 25.1020221710205], [55.3418579101562, 25.1074047088624], [55.3454132080078, 25.1107215881348], [55.3493347167969, 25.1124820709229], [55.3578643798828, 25.1155433654786], [55.3639869689943, 25.1191997528077], [55.3645629882812, 25.1196460723878], [55.3648338317871, 25.1198558807373], [55.378589630127, 25.1036739349366]]]"
221,liwan,25.110646,55.369479,"[[[55.378589630127, 25.1036739349366], [55.3778381347656, 25.1031494140626], [55.3777656555176, 25.1031036376953], [55.3676223754883, 25.0965499877931], [55.3388900756837, 25.0800418853759], [55.3364448547364, 25.0817470550538], [55.3353462219239, 25.0839290618898], [55.3347053527832, 25.0914821624756], [55.333610534668, 25.0971946716309], [55.3334045410156, 25.0982589721681], [55.3333206176758, 25.0981826782227], [55.3328056335449, 25.0999412536621], [55.3350753784181, 25.1020221710205], [55.3418579101562, 25.1074047088624], [55.3454132080078, 25.1107215881348], [55.3493347167969, 25.1124820709229], [55.3578643798828, 25.1155433654786], [55.3639869689943, 25.1191997528077], [55.3645629882812, 25.1196460723878], [55.3648338317871, 25.1198558807373], [55.378589630127, 25.1036739349366]]]"
222,al barari,25.099579,55.317117,"[[[55.3328056335449, 25.0999412536621], [55.2975044250488, 25.0675735473634], [55.2955055236818, 25.0657825469971], [55.2962112426757, 25.0868988037109], [55.2907485961914, 25.0943965911866], [55.2829017639161, 25.1194210052491], [55.2809371948243, 25.1259822845459], [55.2940063476563, 25.1297912597656], [55.2977523803711, 25.1300792694093], [55.2983741760255, 25.1239891052246], [55.3034477233887, 25.1250228881836], [55.3062095642091, 25.1265316009521], [55.3118095397949, 25.1209735870362], [55.3161277770997, 25.1185836791992], [55.324089050293, 25.1240386962892], [55.3256759643555, 25.1252765655518], [55.3269996643068, 25.1265106201173], [55.3280487060548, 25.1282291412354], [55.3296432495117, 25.128978729248], [55.3323211669922, 25.1292533874513], [55.3339462280275, 25.1278076171876], [55.3363800048829, 25.126127243042], [55.3390159606935, 25.1293277740479], [55.3442840576171, 25.135971069336], [55.3482246398926, 25.1397953033447], [55.3645629882812, 25.1196460723878], [55.3639869689943, 25.1191997528077], [55.3578643798828, 25.1155433654786], [55.3493347167969, 25.1124820709229], [55.3454132080078, 25.1107215881348], [55.3418579101562, 25.1074047088624], [55.3350753784181, 25.1020221710205], [55.3328056335449, 25.0999412536621]]]"
223,living legends,25.085793,55.303137,"[[[55.3328056335449, 25.0999412536621], [55.2975044250488, 25.0675735473634], [55.2955055236818, 25.0657825469971], [55.2962112426757, 25.0868988037109], [55.2907485961914, 25.0943965911866], [55.2829017639161, 25.1194210052491], [55.2809371948243, 25.1259822845459], [55.2940063476563, 25.1297912597656], [55.2977523803711, 25.1300792694093], [55.2983741760255, 25.1239891052246], [55.3034477233887, 25.1250228881836], [55.3062095642091, 25.1265316009521], [55.3118095397949, 25.1209735870362], [55.3161277770997, 25.1185836791992], [55.324089050293, 25.1240386962892], [55.3256759643555, 25.1252765655518], [55.3269996643068, 25.1265106201173], [55.3280487060548, 25.1282291412354], [55.3296432495117, 25.128978729248], [55.3323211669922, 25.1292533874513], [55.3339462280275, 25.1278076171876], [55.3363800048829, 25.126127243042], [55.3390159606935, 25.1293277740479], [55.3442840576171, 25.135971069336], [55.3482246398926, 25.1397953033447], [55.3645629882812, 25.1196460723878], [55.3639869689943, 25.1191997528077], [55.3578643798828, 25.1155433654786], [55.3493347167969, 25.1124820709229], [55.3454132080078, 25.1107215881348], [55.3418579101562, 25.1074047088624], [55.3350753784181, 25.1020221710205], [55.3328056335449, 25.0999412536621]]]"
224,majan,25.092196,55.316709,"[[[55.3328056335449, 25.0999412536621], [55.2975044250488, 25.0675735473634], [55.2955055236818, 25.0657825469971], [55.2962112426757, 25.0868988037109], [55.2907485961914, 25.0943965911866], [55.2829017639161, 25.1194210052491], [55.2809371948243, 25.1259822845459], [55.2940063476563, 25.1297912597656], [55.2977523803711, 25.1300792694093], [55.2983741760255, 25.1239891052246], [55.3034477233887, 25.1250228881836], [55.3062095642091, 25.1265316009521], [55.3118095397949, 25.1209735870362], [55.3161277770997, 25.1185836791992], [55.324089050293, 25.1240386962892], [55.3256759643555, 25.1252765655518], [55.3269996643068, 25.1265106201173], [55.3280487060548, 25.1282291412354], [55.3296432495117, 25.128978729248], [55.3323211669922, 25.1292533874513], [55.3339462280275, 25.1278076171876], [55.3363800048829, 25.126127243042], [55.3390159606935, 25.1293277740479], [55.3442840576171, 25.135971069336], [55.3482246398926, 25.1397953033447], [55.3645629882812, 25.1196460723878], [55.3639869689943, 25.1191997528077], [55.3578643798828, 25.1155433654786], [55.3493347167969, 25.1124820709229], [55.3454132080078, 25.1107215881348], [55.3418579101562, 25.1074047088624], [55.3350753784181, 25.1020221710205], [55.3328056335449, 25.0999412536621]]]"
225,the field,25.121681,55.343055,"[[[55.3328056335449, 25.0999412536621], [55.2975044250488, 25.0675735473634], [55.2955055236818, 25.0657825469971], [55.2962112426757, 25.0868988037109], [55.2907485961914, 25.0943965911866], [55.2829017639161, 25.1194210052491], [55.2809371948243, 25.1259822845459], [55.2940063476563, 25.1297912597656], [55.2977523803711, 25.1300792694093], [55.2983741760255, 25.1239891052246], [55.3034477233887, 25.1250228881836], [55.3062095642091, 25.1265316009521], [55.3118095397949, 25.1209735870362], [55.3161277770997, 25.1185836791992], [55.324089050293, 25.1240386962892], [55.3256759643555, 25.1252765655518], [55.3269996643068, 25.1265106201173], [55.3280487060548, 25.1282291412354], [55.3296432495117, 25.128978729248], [55.3323211669922, 25.1292533874513], [55.3339462280275, 25.1278076171876], [55.3363800048829, 25.126127243042], [55.3390159606935, 25.1293277740479], [55.3442840576171, 25.135971069336], [55.3482246398926, 25.1397953033447], [55.3645629882812, 25.1196460723878], [55.3639869689943, 25.1191997528077], [55.3578643798828, 25.1155433654786], [55.3493347167969, 25.1124820709229], [55.3454132080078, 25.1107215881348], [55.3418579101562, 25.1074047088624], [55.3350753784181, 25.1020221710205], [55.3328056335449, 25.0999412536621]]]"
226,wadi al safa 3,25.105805,55.320312,"[[[55.3328056335449, 25.0999412536621], [55.2975044250488, 25.0675735473634], [55.2955055236818, 25.0657825469971], [55.2962112426757, 25.0868988037109], [55.2907485961914, 25.0943965911866], [55.2829017639161, 25.1194210052491], [55.2809371948243, 25.1259822845459], [55.2940063476563, 25.1297912597656], [55.2977523803711, 25.1300792694093], [55.2983741760255, 25.1239891052246], [55.3034477233887, 25.1250228881836], [55.3062095642091, 25.1265316009521], [55.3118095397949, 25.1209735870362], [55.3161277770997, 25.1185836791992], [55.324089050293, 25.1240386962892], [55.3256759643555, 25.1252765655518], [55.3269996643068, 25.1265106201173], [55.3280487060548, 25.1282291412354], [55.3296432495117, 25.128978729248], [55.3323211669922, 25.1292533874513], [55.3339462280275, 25.1278076171876], [55.3363800048829, 25.126127243042], [55.3390159606935, 25.1293277740479], [55.3442840576171, 25.135971069336], [55.3482246398926, 25.1397953033447], [55.3645629882812, 25.1196460723878], [55.3639869689943, 25.1191997528077], [55.3578643798828, 25.1155433654786], [55.3493347167969, 25.1124820709229], [55.3454132080078, 25.1107215881348], [55.3418579101562, 25.1074047088624], [55.3350753784181, 25.1020221710205], [55.3328056335449, 25.0999412536621]]]"
227,california residence,25.07754,55.324063,"[[[55.3388900756837, 25.0800418853759], [55.3026123046876, 25.0591869354248], [55.3022079467774, 25.0596561431885], [55.2970581054688, 25.06422996521], [55.2959403991699, 25.0646686553956], [55.2954750061036, 25.0648498535157], [55.2955055236818, 25.0657825469971], [55.2975044250488, 25.0675735473634], [55.3328056335449, 25.0999412536621], [55.3333206176758, 25.0981826782227], [55.3334045410156, 25.0982589721681], [55.333610534668, 25.0971946716309], [55.3347053527832, 25.0914821624756], [55.3353462219239, 25.0839290618898], [55.3364448547364, 25.0817470550538], [55.3388900756837, 25.0800418853759]]]"
228,city of arabia,25.087163,55.325915,"[[[55.3388900756837, 25.0800418853759], [55.3026123046876, 25.0591869354248], [55.3022079467774, 25.0596561431885], [55.2970581054688, 25.06422996521], [55.2959403991699, 25.0646686553956], [55.2954750061036, 25.0648498535157], [55.2955055236818, 25.0657825469971], [55.2975044250488, 25.0675735473634], [55.3328056335449, 25.0999412536621], [55.3333206176758, 25.0981826782227], [55.3334045410156, 25.0982589721681], [55.333610534668, 25.0971946716309], [55.3347053527832, 25.0914821624756], [55.3353462219239, 25.0839290618898], [55.3364448547364, 25.0817470550538], [55.3388900756837, 25.0800418853759]]]"
229,al habtoor polo,25.079518,55.36869,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
230,arabian ranches iii,25.059828,55.314083,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
231,dubai land residence complex,25.091,55.383596,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
